catalog_id,manta_id,q_photo_id,ref_photo_id,q_path,ref_path,cos_ref
104,861,1097,6005,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1097/1097.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6005/6005.jpg,0.5437804460525513
61,474,579,6182,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/579/579.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6182/6182.jpg,0.5430644750595093
268,985,1327,6255,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1327/1327.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6255/6255.jpg,0.5429421663284302
69,443,527,6222,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/527/527.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6222/6222.jpg,0.5425992608070374
138,469,571,6042,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/571/571.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6042/6042.jpg,0.5420832633972168
23,918,1206,6016,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1206/1206.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6016/6016.jpg,0.5416646003723145
126,333,386,6412,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/386/386.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6412/6412.jpg,0.541649580001831
5,752,961,6268,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/961/961.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6268/6268.jpg,0.5414004325866699
67,563,712,6014,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/712/712.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6014/6014.jpg,0.5410590767860413
105,345,399,6017,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/399/399.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6017/6017.jpg,0.5392752885818481
62,1011,1381,6243,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1381/1381.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6243/6243.jpg,0.5389959216117859
100,343,397,6033,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/397/397.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6033/6033.jpg,0.5386434197425842
106,522,645,6339,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/645/645.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6339/6339.jpg,0.5386348962783813
100,672,867,6033,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/867/867.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6033/6033.jpg,0.5376788377761841
257,126,143,6124,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/143/143.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6124/6124.jpg,0.5374427437782288
60,473,578,6053,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/578/578.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6053/6053.jpg,0.537248969078064
4,26,25,6001,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/25/25.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6001/6001.jpg,0.5369887948036194
105,961,1277,6017,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1277/1277.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6017/6017.jpg,0.5369628667831421
62,227,266,6243,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/266/266.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6243/6243.jpg,0.5366658568382263
232,490,599,6293,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/599/599.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6293/6293.jpg,0.5364930629730225
117,865,1106,6179,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1106/1106.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6179/6179.jpg,0.5354582667350769
56,755,964,6271,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/964/964.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6271/6271.jpg,0.534879744052887
209,770,979,6147,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/979/979.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6147/6147.jpg,0.5341804027557373
119,416,491,6043,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/491/491.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6043/6043.jpg,0.5331383943557739
60,319,371,6053,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/371/371.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6053/6053.jpg,0.5330209732055664
250,63,64,6125,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/64/64.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6125/6125.jpg,0.5317592620849609
240,379,444,6141,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/444/444.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6141/6141.jpg,0.5316420793533325
241,61,62,6390,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/62/62.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6390/6390.jpg,0.5314415097236633
103,373,436,6055,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/436/436.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6055/6055.jpg,0.5311760306358337
75,701,895,6252,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/895/895.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6252/6252.jpg,0.5309943556785583
5,357,415,6268,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/415/415.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6268/6268.jpg,0.5289751887321472
284,864,1105,6049,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1105/1105.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6049/6049.jpg,0.5288771986961365
248,993,1368,6342,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1368/1368.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6342/6342.jpg,0.5286740064620972
39,562,711,6266,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/711/711.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6266/6266.jpg,0.5284708738327026
110,638,814,6396,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/814/814.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6396/6396.jpg,0.5283203125
253,845,1071,6229,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1071/1071.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6229/6229.jpg,0.5279302597045898
153,687,880,6336,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/880/880.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6336/6336.jpg,0.5278812050819397
130,812,1025,6168,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1025/1025.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6168/6168.jpg,0.5276275873184204
135,792,1000,6210,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1000/1000.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6210/6210.jpg,0.5274027585983276
127,435,516,6308,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/516/516.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6308/6308.jpg,0.5272265672683716
186,528,653,6196,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/653/653.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6196/6196.jpg,0.5270347595214844
208,529,654,6273,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/654/654.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6273/6273.jpg,0.5269266366958618
103,210,241,6055,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/241/241.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6055/6055.jpg,0.5268892645835876
240,803,1012,6141,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1012/1012.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6141/6141.jpg,0.5268779993057251
138,696,901,6042,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/901/901.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6042/6042.jpg,0.526840090751648
19,264,309,6030,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/309/309.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6030/6030.jpg,0.5268280506134033
283,318,370,6216,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/370/370.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6216/6216.jpg,0.5266909599304199
260,215,249,6410,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/249/249.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6410/6410.jpg,0.5257111191749573
119,820,1035,6043,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1035/1035.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6043/6043.jpg,0.5252331495285034
103,1007,1376,6055,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1376/1376.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6055/6055.jpg,0.5252033472061157
153,875,1124,6336,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1124/1124.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6336/6336.jpg,0.5249913930892944
62,75,78,6243,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/78/78.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6243/6243.jpg,0.524915874004364
233,285,333,6254,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/333/333.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6254/6254.jpg,0.5248805284500122
244,79,84,6129,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/84/84.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6129/6129.jpg,0.5243818759918213
248,449,537,6342,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/537/537.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6342/6342.jpg,0.524358868598938
102,331,384,6382,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/384/384.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6382/6382.jpg,0.5242640972137451
30,444,530,6085,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/530/530.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6085/6085.jpg,0.5241719484329224
185,862,1100,6328,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1100/1100.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6328/6328.jpg,0.5235518217086792
41,730,937,6165,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/937/937.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6165/6165.jpg,0.5235418081283569
114,508,622,6096,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/622/622.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6096/6096.jpg,0.5235162973403931
67,837,1059,6014,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1059/1059.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6014/6014.jpg,0.5234715938568115
215,954,1262,6262,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1262/1262.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6262/6262.jpg,0.5228596925735474
248,991,1356,6342,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1356/1356.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6342/6342.jpg,0.5227655172348022
135,436,517,6210,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/517/517.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6210/6210.jpg,0.5225757956504822
20,472,577,6303,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/577/577.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6303/6303.jpg,0.5224696397781372
219,646,826,6028,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/826/826.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6028/6028.jpg,0.5219833850860596
248,987,1340,6342,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1340/1340.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6342/6342.jpg,0.5219078063964844
114,211,242,6096,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/242/242.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6096/6096.jpg,0.5216071605682373
68,108,123,6029,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/123/123.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6029/6029.jpg,0.5202233195304871
122,305,354,6253,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/354/354.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6253/6253.jpg,0.5198301672935486
5,27,26,6268,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/26/26.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6268/6268.jpg,0.5189691185951233
62,300,349,6243,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/349/349.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6243/6243.jpg,0.5180143713951111
288,931,1221,6326,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1221/1221.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6326/6326.jpg,0.517936110496521
66,756,965,6197,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/965/965.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6197/6197.jpg,0.517734169960022
185,868,1111,6328,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1111/1111.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6328/6328.jpg,0.517046332359314
284,615,787,6049,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/787/787.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6049/6049.jpg,0.5166105628013611
240,772,981,6141,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/981/981.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6141/6141.jpg,0.5162303447723389
240,49,49,6141,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/49/49.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6141/6141.jpg,0.5157573819160461
146,651,841,6402,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/841/841.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6402/6402.jpg,0.5156235694885254
9,14,8,6294,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/8/8.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6294/6294.jpg,0.515380859375
70,209,240,6178,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/240/240.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6178/6178.jpg,0.5153292417526245
135,452,555,6210,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/555/555.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6210/6210.jpg,0.5146894454956055
119,495,606,6043,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/606/606.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6043/6043.jpg,0.5137562155723572
119,332,385,6043,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/385/385.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6043/6043.jpg,0.5135528445243835
174,5,9,6257,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/9/9.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6257/6257.jpg,0.5132274031639099
171,90,98,6069,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/98/98.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6069/6069.jpg,0.5129866003990173
235,97,114,6230,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/114/114.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6230/6230.jpg,0.5129790306091309
242,45,44,6172,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/44/44.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6172/6172.jpg,0.5129327178001404
29,431,509,6363,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/509/509.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6363/6363.jpg,0.512547492980957
64,655,829,6193,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/829/829.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6193/6193.jpg,0.5122374296188354
284,245,287,6049,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/287/287.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6049/6049.jpg,0.5119959115982056
253,984,1325,6229,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1325/1325.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6229/6229.jpg,0.5115013718605042
283,409,479,6216,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/479/479.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6216/6216.jpg,0.5109995007514954
260,362,420,6410,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/420/420.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6410/6410.jpg,0.5095604658126831
233,193,220,6254,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/220/220.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6254/6254.jpg,0.509330153465271
89,24,23,6144,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/23/23.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6144/6144.jpg,0.5092625617980957
258,150,173,6378,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/173/173.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6378/6378.jpg,0.509157657623291
255,502,633,6372,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/633/633.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6372/6372.jpg,0.5086193084716797
265,832,1049,6292,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1049/1049.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6292/6292.jpg,0.5081176161766052
59,251,295,6000,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/295/295.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6000/6000.jpg,0.507670521736145
235,426,507,6230,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/507/507.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6230/6230.jpg,0.5071611404418945
208,132,151,6273,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/151/151.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6273/6273.jpg,0.5065854787826538
91,887,1149,6090,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1149/1149.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6090/6090.jpg,0.5062985420227051
187,967,1283,6176,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/1283/1283.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6176/6176.jpg,0.5052058696746826
284,56,56,6049,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/56/56.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6049/6049.jpg,0.5047885179519653
284,260,304,6049,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/304/304.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6049/6049.jpg,0.5045480728149414
112,622,795,6052,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/795/795.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6052/6052.jpg,0.5042934417724609
138,661,850,6042,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/850/850.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6042/6042.jpg,0.5042088031768799
102,693,896,6382,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/896/896.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6382/6382.jpg,0.5041419267654419
235,468,570,6230,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/570/570.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6230/6230.jpg,0.5036823153495789
255,709,916,6372,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/916/916.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6372/6372.jpg,0.5034009218215942
231,611,782,6258,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/782/782.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6258/6258.jpg,0.5024000406265259
284,216,251,6049,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/251/251.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6049/6049.jpg,0.5009005665779114
21,295,344,6249,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/344/344.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6249/6249.jpg,0.5008841156959534
110,166,193,6396,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/193/193.jpg,https://apweteosdbgsolmvcmhn.supabase.co/storage/v1/object/public/manta-images/photos/6396/6396.jpg,0.5003218650817871
