pk_sighting_id,sighting_date,island,region,sitelocation,lat,lon,source_flag
5508,12/5/19,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5509,12/6/19,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5791,1/18/20,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5510,1/29/20,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5511,3/9/20,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5507,12/3/20,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5506,1/7/21,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5646,2/11/21,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5797,12/28/22,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5798,12/31/22,Oahu,South Oahu,Hanauma Bay,21.26849,-157.69429,original
5702,4/26/22,Oahu,South Oahu,Horeshoe Reef Waikiki,21.28709,-157.86284,modified
5792,11/29/22,Oahu,South Oahu,Horeshoe Reef Waikiki,21.28709,-157.86284,modified
5793,11/30/22,Oahu,South Oahu,Horeshoe Reef Waikiki,21.28709,-157.86284,modified
5839,4/26/23,Oahu,South Oahu,Horeshoe Reef Waikiki,21.28709,-157.86284,modified
5907,1/17/24,Oahu,South Oahu,Horeshoe Reef Waikiki,21.28709,-157.86284,modified
5926,2/17/24,Oahu,South Oahu,Horeshoe Reef Waikiki,21.28709,-157.86284,modified
5677,1/20/22,Oahu,South Oahu,Kewalo Pipe,21.28783,-157.86546,modified
5376,4/7/17,Oahu,South Oahu,Kewalos Horshoe Reef,21.28799,-157.86380,modified
5537,2/19/10,Oahu,East Oahu,Lanai Lookout,21.28140,-157.67020,modified
5369,1/1/15,Oahu,East Oahu,Lanai Lookout,21.28140,-157.67020,modified
5370,2/15/15,Oahu,East Oahu,Lanai Lookout,21.28140,-157.67020,modified
5374,11/6/16,Oahu,East Oahu,Lanai Lookout,21.28140,-157.67020,modified
5380,11/4/16,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5688,3/4/22,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5785,11/25/22,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5788,11/29/22,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5787,12/2/22,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5786,12/16/22,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5789,12/18/22,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5790,1/3/23,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5834,1/17/23,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5835,3/19/23,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5868,8/28/23,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5878,10/16/23,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5909,1/14/24,Oahu,South Oahu,Magic Island,21.28190,-157.84980,modified
5678,2/3/22,Oahu,South Oahu,Nautilus Dive Site,21.28713,-157.86012,modified
5364,3/11/18,Oahu,South Oahu,Navy Tug,21.27306,-157.98745,modified
5816,2/1/22,Oahu,South Oahu,Pearl Harbor,21.31121,-157.96417,modified
5817,10/7/22,Oahu,South Oahu,Pearl Harbor,21.31121,-157.96417,modified
5538,12/18/20,Oahu,South Oahu,Point Panic,21.28961,-157.86216,modified
5928,1/14/24,Oahu,South Oahu,Point Panic,21.28961,-157.86216,modified
5912,2/17/24,Oahu,South Oahu,Point Panic,21.28961,-157.86216,modified
5930,3/16/24,Oahu,South Oahu,Point Panic,21.28961,-157.86216,modified
5689,1/20/20,Oahu,South Oahu,Turtle Canyon,21.27093,-157.83793,modified
5513,8/21/20,Oahu,South Oahu,Turtle Canyon,21.27093,-157.83793,modified
5521,8/21/20,Oahu,South Oahu,Turtle Canyon,21.27093,-157.83793,modified
5530,9/18/20,Oahu,South Oahu,Turtle Canyon,21.27093,-157.83793,modified
5371,9/5/15,Oahu,South Oahu,YO-257 Shipwreck,21.27100,-157.86696,modified
5877,10/27/23,Oahu,South Oahu,null,null,null,missing
5494,11/23/19,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5531,4/28/20,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5842,5/5/20,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5528,5/20/20,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5527,5/22/20,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5648,2/25/21,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5649,3/2/21,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5650,3/3/21,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5654,4/2/21,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5656,6/26/21,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5772,10/19/22,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5774,10/22/22,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5784,12/5/22,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5795,12/11/22,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5796,12/14/22,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5801,12/14/22,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5808,1/6/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5807,1/7/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5809,1/10/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5810,1/13/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5804,1/17/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5815,2/11/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5849,6/30/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5847,7/1/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5864,7/20/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5858,7/21/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5862,7/21/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5860,7/22/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5863,7/23/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5885,7/26/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5861,7/27/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5886,7/27/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5870,8/26/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5866,8/30/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5869,8/31/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5897,8/31/23,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5925,4/10/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5952,4/21/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5935,7/6/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5944,7/14/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5945,7/14/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5921,7/16/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5940,7/29/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5941,7/30/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5942,7/30/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5946,8/9/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5947,8/13/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5948,8/14/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5949,8/16/24,Oahu,West Oahu,Electric Beach,21.33790,-158.13356,modified
5363,3/17/18,Oahu,West Oahu,Ewa Pinnacles,21.29273,-158.03061,modified
5765,7/18/17,Oahu,West Oahu,Makaha,21.46690,-158.22066,modified
5766,11/11/19,Oahu,West Oahu,Makaha,21.46690,-158.22066,modified
5770,4/28/22,Oahu,West Oahu,Makaha,21.46690,-158.22066,modified
5778,11/10/22,Oahu,West Oahu,Makaha,21.46690,-158.22066,modified
5876,10/16/23,Oahu,West Oahu,Makaha,21.46690,-158.22066,modified
5536,9/16/17,Oahu,West Oahu,Makua Beach,21.52666,-158.23008,modified
5368,1/7/14,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5377,6/10/18,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5535,7/23/19,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5516,7/22/20,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5514,7/23/20,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5517,8/13/20,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5518,8/15/20,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5532,8/23/20,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5515,8/25/20,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5769,10/6/22,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5865,8/4/23,Oahu,West Oahu,Pokai Bay,21.43815,-158.18817,original
5782,8/7/22,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5820,4/7/23,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5821,5/6/23,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5822,5/7/23,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5823,5/9/23,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5824,5/10/23,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5825,5/22/23,Oahu,West Oahu,Pupukea,21.65150,-158.06260,original
5529,9/18/19,Oahu,West Oahu,Tracks Beach,21.36333,-158.13569,modified
5522,4/2/20,Oahu,West Oahu,Tracks Beach,21.36333,-158.13569,modified
5523,4/2/20,Oahu,West Oahu,Tracks Beach,21.36333,-158.13569,modified
5653,3/6/21,Oahu,West Oahu,Tracks Beach,21.36333,-158.13569,modified
5414,7/22/20,Oahu,null,null,null,null,missing
5692,2/11/22,null,Northeast Oahu,Kaneohe Bay,21.45900,-157.80396,modified
5859,null,null,null,null,null,null,missing
